timestamp,interval_index,household_id,hour,minute,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,battery_kwh,Voltage,Global_intensity,lighting_kw,kitchen_kw,laundry_kw,ev_charging_kw
2006-12-16 17:15:00,0,household_1_high_solar,17,15,5.280581857914693,1.3848188319990198,-3.895763025915673,0.0,3.895763025915673,19.549,234.27200000000002,19.96,0.0,0.001314209583332186,0.015726544263881637,0.0
2006-12-16 17:30:00,1,household_1_high_solar,17,30,4.516947912052067,0.885235836513558,-3.631712075538509,0.0,3.631712075538509,18.895,234.7686666666667,17.773333333333333,0.0,0.0007049018856046944,0.014635055215119356,0.0
2006-12-16 17:45:00,2,household_1_high_solar,17,45,4.753067533391917,0.45305775835847706,-4.30000977503344,0.0,4.30000977503344,18.121,234.63,17.78666666666667,0.0,0.0,0.019636198903430012,0.0
2006-12-16 18:00:00,3,household_1_high_solar,18,0,4.947422833189695,8.361214388219164e-16,-4.947422833189694,0.0,4.947422833189694,17.231,235.56599999999997,17.706666666666667,0.0,0.020600017201374138,0.018716689051882483,0.0
2006-12-16 18:15:00,4,household_1_high_solar,18,15,4.08714729001468,0.0,-4.08714729001468,0.0,4.08714729001468,16.495,234.80333333333334,16.226666666666667,0.0,0.003055449358166211,0.015768065415499057,0.0
2006-12-16 18:30:00,5,household_1_high_solar,18,30,3.3920290747274193,0.0,-3.3920290747274193,0.0,3.3920290747274193,15.884,234.58266666666665,13.44,0.0,0.003202721210337693,0.020665775058347404,0.0
2006-12-16 18:45:00,6,household_1_high_solar,18,45,4.22876720571376,0.0,-4.22876720571376,0.0,4.22876720571376,15.123,233.36866666666666,15.026666666666667,0.0,0.001375227388150833,0.018302942478319324,0.0
2006-12-16 19:00:00,7,household_1_high_solar,19,0,4.009480691729469,0.0,-4.009480691729469,0.0,4.009480691729469,14.401,233.56666666666666,14.866666666666667,0.0,0.0012882383857646164,0.016189782151595573,0.0
2006-12-16 19:15:00,8,household_1_high_solar,19,15,3.6819716647635827,0.0,-3.6819716647635827,0.0,3.6819716647635827,13.739,233.94133333333332,14.626666666666667,0.0,0.0019540209749833734,0.0126009983990124,0.0
2006-12-16 19:30:00,9,household_1_high_solar,19,30,3.8304021464052944,0.0,-3.8304021464052944,0.0,3.8304021464052944,13.049,232.86599999999999,14.4,0.0,0.0012976697944081313,0.02040296467050063,0.0
2006-12-16 19:45:00,10,household_1_high_solar,19,45,3.5287824493235065,0.0,-3.5287824493235065,0.0,3.5287824493235065,12.414,232.556,14.120000000000001,0.0,0.0006644582018084136,0.014293309705172431,0.0
2006-12-16 20:00:00,11,household_1_high_solar,20,0,3.5364053131383373,0.0,-3.5364053131383373,0.0,3.5364053131383373,11.777,233.15,14.106666666666666,0.0,0.0,0.01386863808005156,0.0
2006-12-16 20:15:00,12,household_1_high_solar,20,15,3.6713908917131928,0.0,-3.6713908917131928,0.0,3.6713908917131928,11.117,233.29933333333332,14.026666666666667,0.0,0.0,0.01844443452289613,0.0
2006-12-16 20:30:00,13,household_1_high_solar,20,30,3.1700542391424773,0.0,-3.1700542391424773,0.0,3.1700542391424773,10.546,233.67000000000002,13.84,0.0,0.0,0.02081585235994105,0.0
2006-12-16 20:45:00,14,household_1_high_solar,20,45,3.1768668235214768,0.0,-3.1768668235214768,0.0,3.1768668235214768,9.974,236.16666666666666,13.693333333333333,0.0,0.0,0.019429158943591287,0.0
2006-12-16 21:00:00,15,household_1_high_solar,21,0,3.1718025633775753,0.0,-3.1718025633775753,0.0,3.1718025633775753,9.403,237.346,12.746666666666666,0.0,0.0,0.018240349747290406,0.0
2006-12-16 21:15:00,16,household_1_high_solar,21,15,3.1826627048696494,0.0,-3.1826627048696494,0.0,3.1826627048696494,8.83,237.35733333333334,13.146666666666667,0.0,0.0,0.018222977467664294,0.0
2006-12-16 21:30:00,17,household_1_high_solar,21,30,3.4054068323367876,0.0,-3.4054068323367876,0.0,3.4054068323367876,8.217,237.00933333333333,12.986666666666668,0.0,0.00025251016605545813,0.01866787476110213,0.0
