timestamp,hour_index,hour_of_day,household_id,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,Voltage,Global_intensity,appliance_1_kw_est,appliance_2_kw_est,appliance_3_kw_est
2006-12-16 17:00:00,0,17,household_2_evening_heavy,6.779,0.905,-5.874,0.0,5.874,234.63828571428573,18.091428571428573,0.0,0.001,0.017
2006-12-16 18:00:00,1,18,household_2_evening_heavy,6.369,0.0,-6.369,0.0,6.369,234.58016666666666,15.6,0.0,0.007,0.017
2006-12-16 19:00:00,2,19,household_2_evening_heavy,5.987,0.0,-5.987,0.0,5.987,233.23250000000002,14.503333333333334,0.0,0.001,0.017
2006-12-16 20:00:00,3,20,household_2_evening_heavy,5.129,0.0,-5.129,0.0,5.129,234.07150000000001,13.916666666666666,0.0,0.0,0.017
2006-12-16 21:00:00,4,21,household_2_evening_heavy,4.982,0.0,-4.982,0.0,4.982,237.15866666666668,13.046666666666665,0.0,0.0,0.017
2006-12-16 22:00:00,5,22,household_2_evening_heavy,3.685,0.0,-3.685,0.0,3.685,238.76000000000002,9.523333333333333,0.0,0.0,0.004
2006-12-16 23:00:00,6,23,household_2_evening_heavy,2.4,0.0,-2.4,0.0,2.4,240.61966666666666,8.896666666666667,0.0,0.0,0.0
2006-12-17 00:00:00,7,0,household_2_evening_heavy,1.945,0.0,-1.945,0.0,1.945,240.96183333333332,8.126666666666667,0.0,0.0,0.0
2006-12-17 01:00:00,8,1,household_2_evening_heavy,4.133,0.0,-4.133,0.0,4.133,240.44833333333332,14.246666666666666,0.0,0.025,0.0
2006-12-17 02:00:00,9,2,household_2_evening_heavy,1.99,0.0,-1.99,0.0,1.99,245.81866666666667,6.87,0.0,0.001,0.0
2006-12-17 03:00:00,10,3,household_2_evening_heavy,2.018,0.0,-2.018,0.0,2.018,244.5135,7.206666666666667,0.0,0.001,0.0
2006-12-17 04:00:00,11,4,household_2_evening_heavy,2.446,0.0,-2.446,0.0,2.446,243.8555,9.333333333333334,0.0,0.001,0.009
2006-12-17 05:00:00,12,5,household_2_evening_heavy,2.324,0.0,-2.324,0.0,2.324,243.71016666666668,8.566666666666666,0.0,0.0,0.005
2006-12-17 06:00:00,13,6,household_2_evening_heavy,1.474,0.0,-1.474,0.0,1.474,244.1415,5.53,0.0,0.001,0.0
