timestamp,interval_index,household_id,hour,minute,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,battery_kwh,Voltage,Global_intensity,lighting_kw,kitchen_kw,laundry_kw,ev_charging_kw
2006-12-16 17:15:00,0,household_3_low_solar_high_load,17,15,10.766742883766932,0.40369758928357974,-10.363045294483353,0.0,10.363045294483353,7.135,234.27200000000002,19.96,0.0,0.0014554118388193647,0.014457248284316443,0.0
2006-12-16 17:30:00,1,household_3_low_solar_high_load,17,30,9.226759120416062,0.27064132858717227,-8.95611779182889,0.0,8.95611779182889,5.523,234.7686666666667,17.773333333333333,0.0,0.0007526603928766841,0.018644230418205725,0.0
2006-12-16 17:45:00,2,household_3_low_solar_high_load,17,45,8.978445577221597,0.12435879307089932,-8.854086784150699,0.0,8.854086784150699,3.929,234.63,17.78666666666667,0.0,0.0,0.014851904641594622,0.0
2006-12-16 18:00:00,3,household_3_low_solar_high_load,18,0,9.996457129010032,2.414494635180716e-16,-9.996457129010032,0.0,9.996457129010032,2.129,235.56599999999997,17.706666666666667,0.0,0.015096725139399818,0.017485865587551046,0.0
2006-12-16 18:15:00,4,household_3_low_solar_high_load,18,15,9.182592023654442,0.0,-9.182592023654442,0.0,9.182592023654442,0.477,234.80333333333334,16.226666666666667,0.0,0.0021824134372105735,0.015502205963731705,0.0
2006-12-16 18:30:00,5,household_3_low_solar_high_load,18,30,6.554704766953644,0.0,-6.554704766953644,0.0,6.554704766953644,0.0,234.58266666666665,13.44,0.0,0.0025344324874639603,0.01780004941811887,0.0
2006-12-16 18:45:00,6,household_3_low_solar_high_load,18,45,8.88558296783101,0.0,-8.88558296783101,0.0,8.88558296783101,0.0,233.36866666666666,15.026666666666667,0.0,0.0015536220262561192,0.016610124623453484,0.0
2006-12-16 19:00:00,7,household_3_low_solar_high_load,19,0,8.326523324260872,0.0,-8.326523324260872,0.0,8.326523324260872,0.0,233.56666666666666,14.866666666666667,0.0,0.0011808092755752164,0.014064775030006691,0.0
2006-12-16 19:15:00,8,household_3_low_solar_high_load,19,15,8.624387997580545,0.0,-8.624387997580545,0.0,8.624387997580545,0.0,233.94133333333332,14.626666666666667,0.0,0.0015849366696694147,0.01750677538011105,0.0
2006-12-16 19:30:00,9,household_3_low_solar_high_load,19,30,7.162913841607819,0.0,-7.162913841607819,0.0,7.162913841607819,0.0,232.86599999999999,14.4,0.0,0.0014799651168706893,0.0156406515104577,0.0
2006-12-16 19:45:00,10,household_3_low_solar_high_load,19,45,6.997733828656871,0.0,-6.997733828656871,0.0,6.997733828656871,0.0,232.556,14.120000000000001,0.0,0.0006829104815801809,0.01806270355655019,0.0
2006-12-16 20:00:00,11,household_3_low_solar_high_load,20,0,7.571653004692185,0.0,-7.571653004692185,0.0,7.571653004692185,0.0,233.15,14.106666666666666,0.0,0.0,0.016602200643299116,0.0
2006-12-16 20:15:00,12,household_3_low_solar_high_load,20,15,7.8288493905014365,0.0,-7.8288493905014365,0.0,7.8288493905014365,0.0,233.29933333333332,14.026666666666667,0.0,0.0,0.01739500444888265,0.0
2006-12-16 20:30:00,13,household_3_low_solar_high_load,20,30,8.331000996103773,0.0,-8.331000996103773,0.0,8.331000996103773,0.0,233.67000000000002,13.84,0.0,0.0,0.015131001281941212,0.0
2006-12-16 20:45:00,14,household_3_low_solar_high_load,20,45,7.756848902325982,0.0,-7.756848902325982,0.0,7.756848902325982,0.0,236.16666666666666,13.693333333333333,0.0,0.0,0.016060872991697304,0.0
2006-12-16 21:00:00,15,household_3_low_solar_high_load,21,0,6.792974810351018,0.0,-6.792974810351018,0.0,6.792974810351018,0.0,237.346,12.746666666666666,0.0,0.0,0.016474750621665462,0.0
