timestamp,hour_index,hour_of_day,household_id,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,Voltage,Global_intensity,appliance_1_kw_est,appliance_2_kw_est,appliance_3_kw_est
2006-12-16 17:00:00,0,17,household_3_low_solar_high_load,8.068,0.396,-7.672,0.0,7.672,234.63828571428573,18.091428571428573,0.0,0.001,0.017
2006-12-16 18:00:00,1,18,household_3_low_solar_high_load,7.326,0.0,-7.326,0.0,7.326,234.58016666666666,15.6,0.0,0.007,0.017
2006-12-16 19:00:00,2,19,household_3_low_solar_high_load,6.979,0.0,-6.979,0.0,6.979,233.23250000000002,14.503333333333334,0.0,0.001,0.017
2006-12-16 20:00:00,3,20,household_3_low_solar_high_load,6.445,0.0,-6.445,0.0,6.445,234.07150000000001,13.916666666666666,0.0,0.0,0.017
2006-12-16 21:00:00,4,21,household_3_low_solar_high_load,6.27,0.0,-6.27,0.0,6.27,237.15866666666668,13.046666666666665,0.0,0.0,0.017
2006-12-16 22:00:00,5,22,household_3_low_solar_high_load,4.109,0.0,-4.109,0.0,4.109,238.76000000000002,9.523333333333333,0.0,0.0,0.004
2006-12-16 23:00:00,6,23,household_3_low_solar_high_load,2.786,0.0,-2.786,0.0,2.786,240.61966666666666,8.896666666666667,0.0,0.0,0.0
2006-12-17 00:00:00,7,0,household_3_low_solar_high_load,2.222,0.0,-2.222,0.0,2.222,240.96183333333332,8.126666666666667,0.0,0.0,0.0
2006-12-17 01:00:00,8,1,household_3_low_solar_high_load,4.46,0.0,-4.46,0.0,4.46,240.44833333333332,14.246666666666666,0.0,0.025,0.0
2006-12-17 02:00:00,9,2,household_3_low_solar_high_load,2.247,0.0,-2.247,0.0,2.247,245.81866666666667,6.87,0.0,0.001,0.0
2006-12-17 03:00:00,10,3,household_3_low_solar_high_load,2.415,0.0,-2.415,0.0,2.415,244.5135,7.206666666666667,0.0,0.001,0.0
2006-12-17 04:00:00,11,4,household_3_low_solar_high_load,3.35,0.0,-3.35,0.0,3.35,243.8555,9.333333333333334,0.0,0.001,0.009
2006-12-17 05:00:00,12,5,household_3_low_solar_high_load,2.402,0.0,-2.402,0.0,2.402,243.71016666666668,8.566666666666666,0.0,0.0,0.005
2006-12-17 06:00:00,13,6,household_3_low_solar_high_load,1.853,0.0,-1.853,0.0,1.853,244.1415,5.53,0.0,0.001,0.0
