timestamp,interval_index,household_id,hour,minute,demand_kw,solar_kw,net_kw,surplus_kw,deficit_kw,battery_kwh,Voltage,Global_intensity,lighting_kw,kitchen_kw,laundry_kw,ev_charging_kw
2006-12-16 17:15:00,0,household_2_evening_heavy,17,15,9.106660088384608,0.745021366817375,-8.361638721567234,0.0,8.361638721567234,11.995,234.27200000000002,19.96,0.0,0.001687916099076136,0.01760987210192345,0.0
2006-12-16 17:30:00,1,household_2_evening_heavy,17,30,7.494660902050302,0.5050380427231111,-6.9896228593271905,0.0,6.9896228593271905,10.737,234.7686666666667,17.773333333333333,0.0,0.0006504015147427661,0.017488596575142217,0.0
2006-12-16 17:45:00,2,household_2_evening_heavy,17,45,7.08677978618829,0.2538208944022283,-6.832958891786062,0.0,6.832958891786062,9.507,234.63,17.78666666666667,0.0,0.0,0.017530871442991414,0.0
2006-12-16 18:00:00,3,household_2_evening_heavy,18,0,7.243210375986168,5.235227438874979e-16,-7.243210375986167,0.0,7.243210375986167,8.203,235.56599999999997,17.706666666666667,0.0,0.018086746947570134,0.013722956615112464,0.0
2006-12-16 18:15:00,4,household_2_evening_heavy,18,15,7.174976290888974,0.0,-7.174976290888974,0.0,7.174976290888974,6.912,234.80333333333334,16.226666666666667,0.0,0.003025913625284778,0.01646109078590472,0.0
2006-12-16 18:30:00,5,household_2_evening_heavy,18,30,5.854733574984846,0.0,-5.854733574984846,0.0,5.854733574984846,5.858,234.58266666666665,13.44,0.0,0.0024216835969370415,0.018292166444730893,0.0
2006-12-16 18:45:00,6,household_2_evening_heavy,18,45,6.273530056910433,0.0,-6.273530056910433,0.0,6.273530056910433,4.728,233.36866666666666,15.026666666666667,0.0,0.0013415686460952882,0.01658517136087649,0.0
2006-12-16 19:00:00,7,household_2_evening_heavy,19,0,6.1767111235803736,0.0,-6.1767111235803736,0.0,6.1767111235803736,3.617,233.56666666666666,14.866666666666667,0.0,0.0013586874120066932,0.01438198232301535,0.0
2006-12-16 19:15:00,8,household_2_evening_heavy,19,15,6.095994833994884,0.0,-6.095994833994884,0.0,6.095994833994884,2.519,233.94133333333332,14.626666666666667,0.0,0.0024878517897181335,0.016711960523029853,0.0
2006-12-16 19:30:00,9,household_2_evening_heavy,19,30,5.77418244845045,0.0,-5.77418244845045,0.0,5.77418244845045,1.48,232.86599999999999,14.4,0.0,0.0015285836221519378,0.019428815156984115,0.0
2006-12-16 19:45:00,10,household_2_evening_heavy,19,45,6.560437771330018,0.0,-6.560437771330018,0.0,6.560437771330018,0.299,232.556,14.120000000000001,0.0,0.000583618841570241,0.018669840247787634,0.0
2006-12-16 20:00:00,11,household_2_evening_heavy,20,0,5.87861185770425,0.0,-5.87861185770425,0.0,5.87861185770425,0.0,233.15,14.106666666666666,0.0,0.0,0.016497073344452388,0.0
2006-12-16 20:15:00,12,household_2_evening_heavy,20,15,6.398349788804635,0.0,-6.398349788804635,0.0,6.398349788804635,0.0,233.29933333333332,14.026666666666667,0.0,0.0,0.01832542512361053,0.0
2006-12-16 20:30:00,13,household_2_evening_heavy,20,30,6.439391623576962,0.0,-6.439391623576962,0.0,6.439391623576962,0.0,233.67000000000002,13.84,0.0,0.0,0.016120044919250794,0.0
2006-12-16 20:45:00,14,household_2_evening_heavy,20,45,6.1886510826805505,0.0,-6.1886510826805505,0.0,6.1886510826805505,0.0,236.16666666666666,13.693333333333333,0.0,0.0,0.014158725825149066,0.0
2006-12-16 21:00:00,15,household_2_evening_heavy,21,0,5.268670300491998,0.0,-5.268670300491998,0.0,5.268670300491998,0.0,237.346,12.746666666666666,0.0,0.0,0.015670422060496302,0.0
2006-12-16 21:15:00,16,household_2_evening_heavy,21,15,5.718719476770153,0.0,-5.718719476770153,0.0,5.718719476770153,0.0,237.35733333333334,13.146666666666667,0.0,0.0,0.0198881686818341,0.0
2006-12-16 21:30:00,17,household_2_evening_heavy,21,30,5.49934645839305,0.0,-5.49934645839305,0.0,5.49934645839305,0.0,237.00933333333333,12.986666666666668,0.0,0.0002782122620096186,0.016728731899253595,0.0
2006-12-16 21:45:00,18,household_2_evening_heavy,21,45,5.35294521844799,0.0,-5.35294521844799,0.0,5.35294521844799,0.0,236.922,13.306666666666667,0.0,0.0012071335498944067,0.016781379555474967,0.0
